# Lines starting '# literal-ok:' annotate the next row for spira/literal-lint.sh; drop them with grep -v '^# literal-ok'.
# REDACTED for spira/inventory.sh: in four test-inventory.sh labels, the path tokens that suite
# plants as offenders are written <home-user-path> and <workspaces-path>. No count changed.
suite	label	parallel:fail	parallel:no-assertions	parallel:ok	serial:fail	serial:no-assertions	serial:ok
test-aeon-fence.sh	E0 POSITIVE: spira/verdict.sh directly still blocked	0	0	1	0	0	0
test-aeon-fence.sh	E1: testenv-batch with test-verdict.sh not blocked	0	0	1	0	0	0
test-aeon-fence.sh	E2: testenv-batch with test-batch.sh not blocked	0	0	1	0	0	0
test-aeon-fence.sh	E3: testenv-batch.sh itself not blocked	0	0	1	0	0	0
test-aeon-fence.sh	POSITIVE: fence emits decision:block for batch.sh	0	0	5	0	0	0
test-aeon-heartbeat.sh	-	0	34	0	0	0	0
test-aeon-lease.sh	.lapsed marker written on lapse	0	0	39	0	0	0
test-aeon-lease.sh	a Ns future deadline renders ~10m	1	0	38	0	0	0
test-aeon-lease.sh	a future deadline renders positive minutes	0	0	39	0	0	0
test-aeon-lease.sh	a non-numeric lease file renders ?	0	0	39	0	0	0
test-aeon-lease.sh	a past deadline renders negative minutes	0	0	39	0	0	0
test-aeon-lease.sh	an empty bead id renders ?	0	0	39	0	0	0
test-aeon-lease.sh	an empty lease file renders ?	0	0	39	0	0	0
test-aeon-lease.sh	lapsed marker last field is non-empty	0	0	39	0	0	0
test-aeon-lease.sh	lapsed marker quiet field is numeric: 0	0	0	39	0	0	0
test-aeon-lease.sh	lease file written on renewal	0	0	39	0	0	0
test-aeon-lease.sh	no lease file renders ?	0	0	39	0	0	0
test-aeon-lease.sh	silent trace with past deadline → lapsed	0	0	39	0	0	0
test-aeon-lease.sh	trace grew → renewed	0	0	39	0	0	0
test-aeon-lease.sh	trailing result line + silent trace → lapsed (not acting)	0	0	39	0	0	0
test-aeon-lease.sh	unchanged trace with future deadline is ok	0	0	39	0	0	0
test-aeon-ledger.sh	-	0	1	0	0	0	0
test-aeon-ledger.sh	and every token count	1	0	33	0	0	0
test-aeon-ledger.sh	and it cost what the record said	1	0	33	0	0	0
test-aeon-ledger.sh	and it is the disposition the bead reached	1	0	33	0	0	0
test-aeon-ledger.sh	and so is the API time	1	0	33	0	0	0
test-aeon-ledger.sh	and the cost	1	0	33	0	0	0
test-aeon-ledger.sh	and the fields ride a disposition that is not a close	1	0	33	0	0	0
test-aeon-ledger.sh	and the output tokens	1	0	33	0	0	0
test-aeon-ledger.sh	and the spend is unknown, in full	1	0	33	0	0	0
test-aeon-ledger.sh	and the turn count	1	0	33	0	0	0
test-aeon-ledger.sh	and unknown on the cost	1	0	33	0	0	0
test-aeon-ledger.sh	and what it cost	1	0	33	0	0	0
test-aeon-ledger.sh	api_s from the last record (cumulative)	1	0	33	0	0	0
test-aeon-ledger.sh	attempt 1 is a full reading	1	0	33	0	0	0
test-aeon-ledger.sh	attempt 2 does not inherit its turns	0	0	34	0	0	0
test-aeon-ledger.sh	attempt 2 reads as unknown	1	0	33	0	0	0
test-aeon-ledger.sh	both records' turns are summed	1	0	33	0	0	0
test-aeon-ledger.sh	cache reads, the figure that predicts a limit	1	0	33	0	0	0
test-aeon-ledger.sh	cost from the last record	1	0	33	0	0	0
test-aeon-ledger.sh	cost from the last record's cumulative	1	0	33	0	0	0
test-aeon-ledger.sh	fresh input tokens	1	0	33	0	0	0
test-aeon-ledger.sh	neither record alone	0	0	34	0	0	0
test-aeon-ledger.sh	nor as an instantaneous session	0	0	34	0	0	0
test-aeon-ledger.sh	nor as zero tokens	0	0	34	0	0	0
test-aeon-ledger.sh	nor its cost	0	0	34	0	0	0
test-aeon-ledger.sh	nor the API duration	1	0	33	0	0	0
test-aeon-ledger.sh	nor the cache reads	1	0	33	0	0	0
test-aeon-ledger.sh	nor the thinking tokens	1	0	33	0	0	0
test-aeon-ledger.sh	nothing renders as a zero cost	0	0	34	0	0	0
test-aeon-ledger.sh	of which the API held	1	0	33	0	0	0
test-aeon-ledger.sh	of which thinking	1	0	33	0	0	0
test-aeon-ledger.sh	output tokens	1	0	33	0	0	0
test-aeon-ledger.sh	the bead closed as usual	1	0	33	0	0	0
test-aeon-ledger.sh	the cost it did carry	1	0	33	0	0	0
test-aeon-ledger.sh	the disposition is recorded as ever	1	0	33	0	0	0
test-aeon-ledger.sh	the disposition is still the first thing said	1	0	33	0	0	0
test-aeon-ledger.sh	the disposition names the fault	1	0	33	0	0	0
test-aeon-ledger.sh	the duration it did NOT carry	1	0	33	0	0	0
test-aeon-ledger.sh	the token counts it did carry	1	0	33	0	0	0
test-aeon-ledger.sh	the turn count	1	0	33	0	0	0
test-aeon-ledger.sh	the turn count it did carry	1	0	33	0	0	0
test-aeon-ledger.sh	turns sum both records	1	0	33	0	0	0
test-aeon-ledger.sh	wall clock is unknown	1	0	33	0	0	0
test-aeon-ledger.sh	wall clock, in seconds	1	0	33	0	0	0
test-aeon-ledger.sh	wall_s is not just the wake-up turn	0	0	34	0	0	0
test-aeon-ledger.sh	wall_s reflects the whole session	1	0	33	0	0	0
test-aeon-ledger.sh	wall_s sums both records	1	0	33	0	0	0
test-aeon-ledger.sh	wall_s=N is greater than api_s=N	1	0	33	0	0	0
test-aeon-prod-dirty.sh	-	0	1	0	0	0	0
test-aeon-prod-dirty.sh	clean: bead stays closed	0	0	21	0	0	0
test-aeon-prod-dirty.sh	override: bead stays closed despite dirty worktree	0	0	21	0	0	0
test-aeon-prod-dirty.sh	own-dirty: bead is reopened	0	0	21	0	0	0
test-aeon-prod-dirty.sh	own-dirty: note names the modified path	0	0	21	0	0	0
test-aeon-prod-dirty.sh	own-dirty: note names the override variable	0	0	21	0	0	0
test-aeon-prod-dirty.sh	own-dirty: shared checkout stays clean	0	0	21	0	0	0
test-aeon-prod-dirty.sh	own-dirty: work commit is still on the branch after reopen	0	0	21	0	0	0
test-aeon-prod-dirty.sh	repo-dirty: bead stays closed	0	0	21	0	0	0
test-aeon-resume.sh	-	0	1	0	0	0	0
test-aeon-resume.sh	fresh branch: RESUME_BRIEF absent	0	0	31	0	0	0
test-aeon-resume.sh	fresh branch: no commit count in prompt	0	0	31	0	0	0
test-aeon-resume.sh	one commit: RESUME_BRIEF present	0	0	31	0	0	0
test-aeon-resume.sh	one commit: count is 1	0	0	31	0	0	0
test-aeon-resume.sh	prior commits: RESUME_BRIEF present	0	0	31	0	0	0
test-aeon-resume.sh	prior commits: commit count in prompt	0	0	31	0	0	0
test-aeon-resume.sh	prior commits: count is 2	0	0	31	0	0	0
test-aeon-resume.sh	prior commits: git log instruction present	0	0	31	0	0	0
test-aeon-resume.sh	prior commits: resume instruction present	0	0	31	0	0	0
test-aeon-resume.sh	rebased: RESUME_BRIEF present	0	0	31	0	0	0
test-aeon-resume.sh	rebased: count is 1 after rebase	0	0	31	0	0	0
test-aeon-resume.sh	regular commit: SLAIN_BRIEF absent	0	0	6	0	0	0
test-aeon-resume.sh	setup: local main is behind origin/main	0	0	31	0	0	0
test-aeon-resume.sh	slain: SLAIN_BRIEF present	0	0	6	0	0	0
test-aeon-resume.sh	slain: commit count in brief	0	0	6	0	0	0
test-aeon-resume.sh	slain: transcript path present	0	0	6	0	0	0
test-aeon-resume.sh	slain: why in brief	0	0	6	0	0	0
test-aeon-resume.sh	slain: wip review instruction	0	0	6	0	0	0
test-aeon-resume.sh	stale-local-base: branch is cut from fresh origin/main, not stale local main	0	0	31	0	0	0
test-aeon-sweep.sh	-	0	1	0	0	0	0
test-aeon-sweep.sh	awake shows draining	0	0	41	0	0	1
test-aeon-sweep.sh	awake shows paused	3	0	38	1	0	0
test-aeon-sweep.sh	awake sweep line	0	0	41	0	0	1
test-aeon-sweep.sh	bead stays open after sweep	0	0	41	0	0	1
test-aeon-sweep.sh	born is still written	0	0	82	0	0	2
test-aeon-sweep.sh	born line written	0	0	41	0	0	1
test-aeon-sweep.sh	done is NOT written	3	0	38	1	0	0
test-aeon-sweep.sh	done sweep line	0	0	41	0	0	1
test-aeon-sweep.sh	no branch label on sweep bead	0	0	41	0	0	1
test-aeon-sweep.sh	prompt reached the model	0	0	41	0	0	1
test-aeon-sweep.sh	stdin prompt reached model	0	0	41	0	0	1
test-aeon-sweep.sh	without --sweep a branch label IS added	1	0	0	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-0ik)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-0tq)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-0vr)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-13c)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-1ip)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-2u4)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-3lw)	0	0	2	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-3sp)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-3w1)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-4p7)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-4zz)	0	0	0	0	0	1
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-5jg)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-5vd)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-7nh)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-7rf)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-7z4)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-8rs)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-9uv)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-N)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-b10)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-bsu)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-dtz)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-gk0)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-hfa)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-hob)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-i1u)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-kbh)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-lgw)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-mca)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-mq0)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-n02)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-nqs)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-oy4)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-qx0)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-sr1)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-xdp)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-xnw)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-xre)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-z6h)	0	0	1	0	0	0
test-aeon-sweep.sh	without --sweep a branch label IS added (branch:spira/sp-zs8)	0	0	1	0	0	0
test-aeon-verdict.sh	-	0	1	0	0	0	0
test-aeon-verdict.sh	REOPENED is still reported	0	0	25	0	0	0
test-aeon-verdict.sh	a non-superseded bare close is reopened (positive control)	0	0	25	0	0	0
test-aeon-verdict.sh	a persona with no wall gets no placeholder either	0	0	25	0	0	0
test-aeon-verdict.sh	and a remaining count that spends what the claim already cost	0	0	25	0	0	0
test-aeon-verdict.sh	and carries a readable epoch inside the window the wall implies	0	0	25	0	0	0
test-aeon-verdict.sh	and is not given a deadline it does not have	0	0	25	0	0	0
test-aeon-verdict.sh	and is told plainly that it has no clock	0	0	25	0	0	0
test-aeon-verdict.sh	and its claim is released	0	0	25	0	0	0
test-aeon-verdict.sh	and no reopen note is written	0	0	50	0	0	0
test-aeon-verdict.sh	and says why it declined to act	0	0	75	0	0	0
test-aeon-verdict.sh	and the REOPENED line appears	0	0	25	0	0	0
test-aeon-verdict.sh	and the bead carries the reason	0	0	25	0	0	0
test-aeon-verdict.sh	and the verdict says it committed	0	0	25	0	0	0
test-aeon-verdict.sh	and to verify the successor actually landed first	0	0	25	0	0	0
test-aeon-verdict.sh	bead is open again (no commit found)	0	0	25	0	0	0
test-aeon-verdict.sh	bead stays closed (commit found via landing refs)	0	0	25	0	0	0
test-aeon-verdict.sh	committed=yes is recorded	0	0	25	0	0	0
test-aeon-verdict.sh	no placeholder reaches the model	0	0	25	0	0	0
test-aeon-verdict.sh	no reopen triggered	0	0	25	0	0	0
test-aeon-verdict.sh	no unreplaced placeholder reaches the model	0	0	25	0	0	0
test-aeon-verdict.sh	so nothing is reopened	0	0	50	0	0	0
test-aeon-verdict.sh	so the bead is not reopened	0	0	25	0	0	0
test-aeon-verdict.sh	the bead is open again	0	0	25	0	0	0
test-aeon-verdict.sh	the bead is reopened	0	0	25	0	0	0
test-aeon-verdict.sh	the bead stays closed	0	0	75	0	0	0
test-aeon-verdict.sh	the brief says the session is killed	0	0	25	0	0	0
test-aeon-verdict.sh	the brief tells aeons to use bd supersede for already-done work	0	0	25	0	0	0
test-aeon-verdict.sh	the successor relation was recorded	0	0	25	0	0	0
test-aeon-verdict.sh	the superseded bead stays closed	0	0	25	0	0	0
test-aeon-verdict.sh	the verdict names the missing evidence	0	0	25	0	0	0
test-aeon-verdict.sh	the verdict names the omission	0	0	25	0	0	0
test-aeon-verdict.sh	the verdict records the exemption	0	0	75	0	0	0
test-aeon-verdict.sh	with no reopen	0	0	25	0	0	0
test-aeon-worktree-guard.sh	-	0	1	0	0	0	0
test-aeon-worktree-guard.sh	case 1: commit in worktree is allowed	0	0	21	0	0	0
test-aeon-worktree-guard.sh	case 2: commit in production checkout is refused	0	0	21	0	0	0
test-aeon-worktree-guard.sh	case 2: refusal message identifies branch-guard.sh	0	0	21	0	0	0
test-aeon-worktree-guard.sh	case 2: refusal names SPIRA_WORK	0	0	21	0	0	0
test-aeon-worktree-guard.sh	case 2: refusal names the production checkout path	0	0	21	0	0	0
test-aeon-worktree-guard.sh	case 3: commit with no SPIRA_WORK is allowed	0	0	21	0	0	0
test-aeon-worktree-guard.sh	case 4: operator commit in production checkout is allowed	0	0	21	0	0	0
# literal-ok: measurement data; the configured name is part of a suite FILENAME harvested from this tree, not a label read here.
test-aeon-world-stop.sh	-	0	1	0	0	0	0
# literal-ok: measurement data; the configured name is part of a suite FILENAME harvested from this tree, not a label read here.
test-aeon-world-stop.sh	bead is closed	0	0	51	0	0	0
# literal-ok: measurement data; the configured name is part of a suite FILENAME harvested from this tree, not a label read here.
test-aeon-world-stop.sh	bead is closed after session	0	0	51	0	0	0
# literal-ok: measurement data; the configured name is part of a suite FILENAME harvested from this tree, not a label read here.
test-aeon-world-stop.sh	bead is closed despite live aeon (override)	0	0	51	0	0	0
# literal-ok: measurement data; the configured name is part of a suite FILENAME harvested from this tree, not a label read here.
test-aeon-world-stop.sh	bead is open after refusal	0	0	51	0	0	0
# literal-ok: measurement data; the configured name is part of a suite FILENAME harvested from this tree, not a label read here.
test-aeon-world-stop.sh	bead note names live aeon	0	0	51	0	0	0
# literal-ok: measurement data; the configured name is part of a suite FILENAME harvested from this tree, not a label read here.
test-aeon-world-stop.sh	claim is released	0	0	51	0	0	0
# literal-ok: measurement data; the configured name is part of a suite FILENAME harvested from this tree, not a label read here.
test-aeon-world-stop.sh	fence refusal not triggered	0	0	51	0	0	0
# literal-ok: measurement data; the configured name is part of a suite FILENAME harvested from this tree, not a label read here.
test-aeon-world-stop.sh	ledger records fence outcome	0	0	51	0	0	0
# literal-ok: measurement data; the configured name is part of a suite FILENAME harvested from this tree, not a label read here.
test-aeon-world-stop.sh	log notes the override	0	0	51	0	0	0
# literal-ok: measurement data; the configured name is part of a suite FILENAME harvested from this tree, not a label read here.
test-aeon-world-stop.sh	refusal message names live aeon	0	0	51	0	0	0
# literal-ok: measurement data; the configured name is part of a suite FILENAME harvested from this tree, not a label read here.
test-aeon-world-stop.sh	refusal message names override	0	0	51	0	0	0
# literal-ok: measurement data; the configured name is part of a suite FILENAME harvested from this tree, not a label read here.
test-aeon-world-stop.sh	stop precedes start in the call log	0	0	51	0	0	0
# literal-ok: measurement data; the configured name is part of a suite FILENAME harvested from this tree, not a label read here.
test-aeon-world-stop.sh	world-stop-fence not logged	0	0	51	0	0	0
# literal-ok: measurement data; the configured name is part of a suite FILENAME harvested from this tree, not a label read here.
test-aeon-world-stop.sh	world.sh not called	0	0	51	0	0	0
# literal-ok: measurement data; the configured name is part of a suite FILENAME harvested from this tree, not a label read here.
test-aeon-world-stop.sh	world.sh start was called	0	0	51	0	0	0
# literal-ok: measurement data; the configured name is part of a suite FILENAME harvested from this tree, not a label read here.
test-aeon-world-stop.sh	world.sh start was called after	0	0	51	0	0	0
# literal-ok: measurement data; the configured name is part of a suite FILENAME harvested from this tree, not a label read here.
test-aeon-world-stop.sh	world.sh stop not called	0	0	51	0	0	0
# literal-ok: measurement data; the configured name is part of a suite FILENAME harvested from this tree, not a label read here.
test-aeon-world-stop.sh	world.sh stop was called	0	0	51	0	0	0
# literal-ok: measurement data; the configured name is part of a suite FILENAME harvested from this tree, not a label read here.
test-aeon-world-stop.sh	world.sh stop was called with override	0	0	51	0	0	0
test-answers-premise-rejected.sh	-	0	1	0	0	0	0
test-answers-premise-rejected.sh	an empty SPIRA_WAKE wakes nobody	0	0	5	0	0	0
test-answers-premise-rejected.sh	it woke the reader exactly once	1	0	4	0	0	0
test-answers-premise-rejected.sh	monitor: premise-rejected bead is not RYAN ANSWERED	0	0	11	0	0	0
test-answers-premise-rejected.sh	monitor: rejection reason is in the output	0	0	11	0	0	0
test-answers-premise-rejected.sh	monitor: rejection renders as RYAN REJECTED THE PREMISE	0	0	11	0	0	0
test-answers-premise-rejected.sh	monitor: verdict bead is RYAN ANSWERED	0	0	11	0	0	0
test-answers-premise-rejected.sh	session: premise-rejected bead is not verdict on	0	0	11	0	0	0
test-answers-premise-rejected.sh	session: rejection carries a PREMISE REJECTED marker	0	0	11	0	0	0
test-answers-premise-rejected.sh	session: rejection reason is in the output	0	0	11	0	0	0
test-answers-premise-rejected.sh	session: verdict bead is verdict on	0	0	11	0	0	0
test-answers-premise-rejected.sh	the rejection bead appears in monitor output	0	0	11	0	0	0
test-answers-premise-rejected.sh	the rejection bead appears in session output	0	0	11	0	0	0
test-answers-premise-rejected.sh	the rejection headline's stamp is the bead's close time, and watchd reads it	0	0	11	0	0	0
test-answers-premise-rejected.sh	the rejection stamp is the bead's clock, not the pass's	0	0	11	0	0	0
test-answers-premise-rejected.sh	the verdict bead appears in monitor output	0	0	11	0	0	0
test-answers-premise-rejected.sh	the verdict bead appears in session output	0	0	11	0	0	0
test-answers-premise-rejected.sh	the verdict headline's stamp is the bead's close time, and watchd reads it	0	0	11	0	0	0
test-answers-premise-rejected.sh	the verdict stamp is the bead's clock, not the pass's	0	0	11	0	0	0
test-answers-premise-rejected.sh	the watcher printed the verdict	0	0	5	0	0	0
test-answers-premise-rejected.sh	watchd.sh's own stamp matcher was located	0	0	11	0	0	0
test-answers-silent-seed.sh	-	0	1	0	0	0	0
test-answers-silent-seed.sh	SEEDED line reports 1 waiting answer	0	0	6	0	0	1
test-answers-silent-seed.sh	cold start produces no SEEDED line	0	0	6	1	0	0
test-answers-silent-seed.sh	cold start wrote cursor (positive control: answers.py ran)	0	0	6	0	0	1
test-answers-silent-seed.sh	fixed loop exits 1 on failing emit	0	0	6	0	0	1
test-answers-silent-seed.sh	normal pass with advanced marks produces no SEEDED line	0	0	6	0	0	1
test-answers-silent-seed.sh	recovery emits SEEDED AT line	0	0	6	0	0	1
test-answers-silent-seed.sh	unfixed loop runs forever on failing emit (positive control: exit N)	0	0	6	0	0	1
test-answers-silent-seed.sh	watch-answers.sh loop exits 1 when a pass fails	0	0	6	0	0	1
test-archivist.sh	-	0	1	0	0	0	0
test-archivist.sh	SPIRA_ARCHIVIST_AT is absent from the key list	0	0	32	0	0	0
test-archivist.sh	SPIRA_ARCHIVIST_EVERY is in the key list	0	0	32	0	0	0
test-archivist.sh	SPIRA_ARCHIVIST_PER_PASS is in the key list	0	0	32	0	0	0
test-archivist.sh	SPIRA_CLAUDE alias: deprecation warning is emitted	0	0	32	0	0	0
test-archivist.sh	SPIRA_CLAUDE alias: sweep still runs via the alias	0	0	32	0	0	0
test-archivist.sh	a capacity pause was raised from the refusal	0	0	32	0	0	0
test-archivist.sh	a capacity-deferred session is still an archive candidate	0	0	32	0	0	0
test-archivist.sh	a failed session would hold	0	0	32	0	0	0
test-archivist.sh	a genuinely failed session is still excluded	0	0	32	0	0	0
test-archivist.sh	a refused run is recorded as capacity, not failed	0	0	32	0	0	0
test-archivist.sh	a session that drifted again after a safe run would be archived	0	0	32	0	0	0
test-archivist.sh	a session was deferred for budget	0	0	32	0	0	0
test-archivist.sh	arc_numeric logged the bad cursor	0	0	32	0	0	0
test-archivist.sh	bad-cursor session is still listed as archive candidate	0	0	32	0	0	0
test-archivist.sh	band-0 session with drift 50 would be archived	0	0	32	0	0	0
test-archivist.sh	cursor file unchanged after refused write	0	0	32	0	0	0
test-archivist.sh	cursor holds a numeric turn after sweep	0	0	32	0	0	0
test-archivist.sh	cursor is not written as '-' after sweep	0	0	32	0	0	0
test-archivist.sh	default SPIRA_ARCHIVIST_EVERY	0	0	32	0	0	0
test-archivist.sh	default SPIRA_ARCHIVIST_PER_PASS	0	0	32	0	0	0
test-archivist.sh	env mode shows skipped archivist state	0	0	32	0	0	0
test-archivist.sh	exactly 2 sessions archived with budget=2	0	0	32	0	0	0
