epoch	batch	mode	branch	suite	status	verdict	label
1789453781	4c2190d11db2	parallel	origin/main	test-events-nodolt.sh	red	fail	dolt is absent from PATH
1789453781	4c2190d11db2	parallel	origin/main	test-events-nodolt.sh	red	fail	events.log was created by bump_recur
1789453781	4c2190d11db2	parallel	origin/main	test-events-nodolt.sh	red	fail	recurs_of reads back 3 (db-wx4 acceptance criterion)
1789453781	4c2190d11db2	parallel	origin/main	test-events-nodolt.sh	red	fail	recurs_of sp-nd-2 reads 2
1789453781	4c2190d11db2	parallel	origin/main	test-events-nodolt.sh	red	fail	recurs_of sp-nd-1 still 3 after sp-nd-2 bumps
1789453781	4c2190d11db2	parallel	origin/main	test-events-nodolt.sh	red	fail	reclaims_of reads 2
1789453781	4c2190d11db2	parallel	origin/main	test-events-nodolt.sh	red	fail	requeues_of reads 1
1789453781	4c2190d11db2	parallel	origin/main	test-events-nodolt.sh	red	fail	requeues_of for thrash cause reads 1 (db-ipo)
1789453781	4c2190d11db2	parallel	origin/main	test-events-nodolt.sh	red	fail	output contains event_type 'recurred'
1789453781	4c2190d11db2	parallel	origin/main	test-events-nodolt.sh	red	fail	output contains cause 'suite-red'
1789453781	4c2190d11db2	parallel	origin/main	test-events-nodolt.sh	red	fail	output contains count 3
1789453781	4c2190d11db2	parallel	origin/main	test-events-nodolt.sh	red	fail	output contains 'reclaimed'
1789453781	4c2190d11db2	parallel	origin/main	test-events-nodolt.sh	red	fail	output contains 'lapsed' (db-ipo filter fix)
1789453781	4c2190d11db2	parallel	origin/main	test-events-nodolt.sh	red	fail	since=0 returns all events
1789453781	4c2190d11db2	parallel	origin/main	test-events-nodolt.sh	red	fail	census reports 3 sp-recur-suite-red (db-wx4 acceptance criterion)
1789453781	4c2190d11db2	parallel	origin/main	test-events-nodolt.sh	red	fail	census reports 2 sp-recur-merge-conflict
1789453781	4c2190d11db2	parallel	origin/main	test-events-nodolt.sh	red	fail	census reports 2 sp-reclaim-timeout
1789453781	4c2190d11db2	parallel	origin/main	test-events-nodolt.sh	red	fail	census reports 1 sp-requeue-thrash (db-ipo acceptance criterion)
1789453781	4c2190d11db2	parallel	origin/main	test-events-nodolt.sh	red	fail	census reports 1 sp-lapsed-lease-expired (db-ipo lapsed filter fix)
1789547484	4cc6f6e1bbef	serial	spira/sp-6clb	test-answers-silent-seed.sh	red	fail	cold start produces no SEEDED line
1789554937	4d4255140be3	serial	spira/sp-jpvp	test-gate-check-stuck.sh	red	fail	gate resolve called for tt-gate1
1789554937	4d4255140be3	serial	spira/sp-jpvp	test-gate-check-stuck.sh	red	fail	show called for tt-gate1
1789457923	51824742fc26	parallel	spira/sp-ie1n	test-install-unit-directive.sh	red	fail	migrate @-form
1789457928	51824742fc26	parallel	spira/sp-ie1n	test-install-migrate.sh	red	fail	ordering
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	goal_open_children returns in_progress beads too
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	but it IS in the set the summoner can dispatch
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	a dispatchable bead at the threshold is poisoned
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	and the pass says so
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	and the operator is asked what to do about it
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	and the poisoning is recorded as an event
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	against the bead that poisoned
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	a goal child at the threshold is poisoned too
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	the check names the size of the set it examined
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	a held bead at the threshold is still poisoned
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	the note says the holder keeps its claim
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	CHECK 7 declines to summon for a poisoned bead
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	the same bead unpoisoned is ready for its fayth
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	the first pass over the threshold asks exactly once
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	a second pass over the same count asks nothing more
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	the bead is poisoned again, because it is still over the threshold
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	but clearing the label did NOT re-arm the ask
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	a fourth attempt is a new fact and asks again
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	the fixture really did close it mid-pass
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	the bead that was still open is poisoned
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	and says no bead is being examined
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	ask title shows attempt count not 'failed'
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	BRANCH line says no commits when branch is empty
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	branch with one commit reports its count
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	a poisoned bead with count below threshold has its label cleared
1789515124	51871ac6cb77	parallel	spira/sp-1a83	test-poison.sh	red	fail	the pass records the stale clear
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	the bead closed as usual
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	the disposition is still the first thing said
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	and it is the disposition the bead reached
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	wall clock, in seconds
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	of which the API held
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	the turn count
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	fresh input tokens
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	cache reads, the figure that predicts a limit
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	output tokens
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	of which thinking
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	and what it cost
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	the disposition is recorded as ever
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	wall clock is unknown
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	and so is the API time
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	and the turn count
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	and every token count
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	and the cost
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	the turn count it did carry
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	the cost it did carry
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	the token counts it did carry
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	and the output tokens
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	the duration it did NOT carry
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	nor the API duration
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	nor the cache reads
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	nor the thinking tokens
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	both records' turns are summed
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	cost from the last record
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	wall_s sums both records
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	wall_s reflects the whole session
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	api_s from the last record (cumulative)
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	turns sum both records
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	cost from the last record's cumulative
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	wall_s=N is greater than api_s=N
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	attempt 1 is a full reading
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	and it cost what the record said
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	attempt 2 reads as unknown
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	and unknown on the cost
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	and the fields ride a disposition that is not a close
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	the disposition names the fault
1789514897	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-ledger.sh	red	fail	and the spend is unknown, in full
1789514918	51871ac6cb77	parallel	spira/sp-1a83	test-attempts.sh	red	fail	prune-reclaims with no args exits non-zero
1789514881	51871ac6cb77	parallel	spira/sp-1a83	test-aeon-lease.sh	red	fail	a Ns future deadline renders ~10m
1789515023	51871ac6cb77	parallel	spira/sp-1a83	test-landed-stays-landed.sh	red	fail	sp-ctrl IS reopened
1789515023	51871ac6cb77	parallel	spira/sp-1a83	test-landed-stays-landed.sh	red	fail	the pass says so
1789514983	51871ac6cb77	parallel	spira/sp-1a83	test-ci-park.sh	red	fail	the prompt was rendered at all
1789514983	51871ac6cb77	parallel	spira/sp-1a83	test-ci-park.sh	red	fail	a pr repo's aeon is told to create a gate
1789514983	51871ac6cb77	parallel	spira/sp-1a83	test-ci-park.sh	red	fail	with the repo set on the gate
1789514983	51871ac6cb77	parallel	spira/sp-1a83	test-ci-park.sh	red	fail	a push repo's aeon is told there is no run
1789514983	51871ac6cb77	parallel	spira/sp-1a83	test-ci-park.sh	red	fail	and told not to create a gate
1789514983	51871ac6cb77	parallel	spira/sp-1a83	test-ci-park.sh	red	fail	naming the land mode it read
1789514983	51871ac6cb77	parallel	spira/sp-1a83	test-ci-park.sh	red	fail	a hold repo's aeon is told the same
1789514983	51871ac6cb77	parallel	spira/sp-1a83	test-ci-park.sh	red	fail	naming its own land mode
1789514983	51871ac6cb77	parallel	spira/sp-1a83	test-ci-park.sh	red	fail	with no gates, nothing is watched
1789514983	51871ac6cb77	parallel	spira/sp-1a83	test-ci-park.sh	red	fail	and nothing is stuck
1789514983	51871ac6cb77	parallel	spira/sp-1a83	test-ci-park.sh	red	fail	a fresh gate is watched (non-zero expected value)
1789514983	51871ac6cb77	parallel	spira/sp-1a83	test-ci-park.sh	red	fail	an old gate is stuck (non-zero expected value)
1789514983	51871ac6cb77	parallel	spira/sp-1a83	test-ci-park.sh	red	fail	a stuck gate's row names it
1789514983	51871ac6cb77	parallel	spira/sp-1a83	test-ci-park.sh	red	fail	the stuck gate is named for the summary
1789514983	51871ac6cb77	parallel	spira/sp-1a83	test-ci-park.sh	red	fail	past the deadline the fresh gate also becomes stuck
1789514983	51871ac6cb77	parallel	spira/sp-1a83	test-ci-park.sh	red	fail	and both gates are stuck
1789515128	51871ac6cb77	parallel	spira/sp-1a83	test-sending-empty-commit.sh	red	fail	content_landed should approve an empty-commit branch
1789515128	51871ac6cb77	parallel	spira/sp-1a83	test-sending-empty-commit.sh	red	fail	sending reaps the empty-commit branch
1789515128	51871ac6cb77	parallel	spira/sp-1a83	test-sending-empty-commit.sh	red	fail	sending keeps the real-work branch (unlanded)
1789515128	51871ac6cb77	parallel	spira/sp-1a83	test-sending-empty-commit.sh	red	fail	the empty-commit branch is actually gone
1789514952	51871ac6cb77	parallel	spira/sp-1a83	test-check5-body-search.sh	red	fail	sp-ctrl IS reopened
1789514952	51871ac6cb77	parallel	spira/sp-1a83	test-check5-body-search.sh	red	fail	the pass says so
1789515104	51871ac6cb77	parallel	spira/sp-1a83	test-requeue-cap.sh	red	fail	a bead at the attempt threshold is still poisoned
1789514992	51871ac6cb77	parallel	spira/sp-1a83	test-content-landed-empty-branch.sh	red	fail	sending reaps the ff-merged branch
1789514992	51871ac6cb77	parallel	spira/sp-1a83	test-content-landed-empty-branch.sh	red	fail	the ff-merged branch is actually gone
1789514992	51871ac6cb77	parallel	spira/sp-1a83	test-content-landed-empty-branch.sh	red	fail	content_landed should return 0 for squash-merged
1789514981	51871ac6cb77	parallel	spira/sp-1a83	test-check5-nopayload.sh	red	fail	sp-bare is reopened
1789514981	51871ac6cb77	parallel	spira/sp-1a83	test-check5-nopayload.sh	red	fail	the pass says so
1789514981	51871ac6cb77	parallel	spira/sp-1a83	test-check5-nopayload.sh	red	fail	sp-nop is reopened (no-payload is retired)
